tie,x,y
2_1150,33739,1814100
2_1151,33739,1850382
2_1152,33739,1886664
2_1153,33739,1922946
2_1154,33739,1959228
2_1155,33739,1995510
2_1156,33739,2031792
2_1157,33739,2068074
2_1158,33739,2104356
2_1159,33739,2140638
2_1160,33739,2176920
2_1161,33739,2213202
2_1162,33739,2249484
2_1163,33739,2285766
2_1164,33739,2322048
2_1165,33739,2358330
2_1166,33739,2394612
2_1167,33739,2430894
2_1168,33739,2467176
2_1169,33739,2503458
2_1170,33739,2539740
2_1171,33739,2576022
2_1172,33739,2612304
2_1173,33739,2648586
2_1174,33739,2684868
2_1175,33739,2721150
2_1176,33739,2757432
2_1177,33739,2793714
2_1178,33739,2829996
2_1201,67478,30081
2_1202,67478,66363
2_1203,67478,102645
2_1204,67478,138927
2_1205,67478,175209
2_1206,67478,211491
2_1207,67478,247773
2_1208,67478,284055
2_1209,67478,320337
2_1210,67478,356619
2_1211,67478,392901
2_1212,67478,429183
2_1213,67478,465465
2_1214,67478,501747
2_1215,67478,538029
2_1216,67478,574311
2_1217,67478,610593
2_1218,67478,646875
2_1219,67478,683157
2_1220,67478,719439
2_1221,67478,755721
2_1222,67478,792003
2_1223,67478,828285
2_1224,67478,864567
2_1225,67478,900849
2_1226,67478,937131
2_1227,67478,973413
2_1228,67478,1009695
2_1229,67478,1045977
2_1230,67478,1082259
2_1231,67478,1118541
2_1232,67478,1154823
2_1233,67478,1191105
2_1234,67478,1227387
2_1235,67478,1263669
2_1236,67478,1299951
2_1237,67478,1336233
2_1238,67478,1372515
2_1239,67478,1408797
2_1240,67478,1445079
2_1241,67478,1481361
2_1242,67478,1517643
2_1243,67478,1553925
2_1244,67478,1590207
2_1245,67478,1626489
2_1246,67478,1662771
2_1247,67478,1699053
2_1248,67478,1735335
2_1249,67478,1771617
2_1250,67478,1807899
2_1251,67478,1844181
2_1252,67478,1880463
2_1253,67478,1916745
2_1254,67478,1953027
2_1255,67478,1989309
2_1256,67478,2025591
2_1257,67478,2061873
2_1258,67478,2098155
2_1259,67478,2134437
2_1260,67478,2170719
2_1261,67478,2207001
2_1262,67478,2243283
2_1263,67478,2279565
2_1264,67478,2315847
2_1265,67478,2352129
2_1266,67478,2388411
2_1267,67478,2424693
2_1268,67478,2460975
2_1269,67478,2497257
2_1270,67478,2533539
2_1271,67478,2569821
2_1272,67478,2606103
2_1273,67478,2642385
2_1274,67478,2678667
2_1275,67478,2714949
2_1276,67478,2751231
2_1277,67478,2787513
2_1278,67478,2823795
2_1301,101217,36282
2_1302,101217,72564
2_1303,101217,108846
2_1304,101217,145128
2_1305,101217,181410
2_1306,101217,217692
2_1307,101217,253974
2_1308,101217,290256
2_1309,101217,326538
2_1310,101217,362820
2_1311,101217,399102
2_1312,101217,435384
2_1313,101217,471666
2_1314,101217,507948
2_1315,101217,544230
2_1316,101217,580512
2_1317,101217,616794
2_1318,101217,653076
2_1319,101217,689358
2_1320,101217,725640
2_1321,101217,761922
2_1322,101217,798204
2_1323,101217,834486
2_1324,101217,870768
2_1325,101217,907050
2_1326,101217,943332
2_1327,101217,979614
2_1328,101217,1015896
2_1329,101217,1052178
2_1330,101217,1088460
2_1331,101217,1124742
2_1332,101217,1161024
2_1333,101217,1197306
2_1334,101217,1233588
2_1335,101217,1269870
2_1336,101217,1306152
2_1337,101217,1342434
2_1338,101217,1378716
2_1339,101217,1414998
2_1340,101217,1451280
2_1341,101217,1487562
2_1342,101217,1523844
2_1343,101217,1560126
2_1344,101217,1596408
2_1345,101217,1632690
2_1346,101217,1668972
2_1347,101217,1705254
2_1348,101217,1741536
2_1349,101217,1777818
2_1350,101217,1814100
2_1351,101217,1850382
2_1352,101217,1886664
2_1353,101217,1922946
2_1354,101217,1959228
2_1355,101217,1995510
2_1356,101217,2031792
2_1357,101217,2068074
2_1358,101217,2104356
2_1359,101217,2140638
2_1360,101217,2176920
2_1361,101217,2213202
2_1362,101217,2249484
2_1363,101217,2285766
2_1364,101217,2322048
2_1365,101217,2358330
2_1366,101217,2394612
2_1367,101217,2430894
2_1368,101217,2467176
2_1369,101217,2503458
2_1370,101217,2539740
2_1371,101217,2576022
2_1372,101217,2612304
2_1373,101217,2648586
2_1374,101217,2684868
2_1375,101217,2721150
2_1376,101217,2757432
2_1377,101217,2793714
2_1378,101217,2829996
2_1401,134956,30081
2_1402,134956,66363
2_1403,134956,102645
2_1404,134956,138927
2_1405,134956,175209
2_1406,134956,211491
2_1407,134956,247773
2_1408,134956,284055
2_1409,134956,320337
2_1410,134956,356619
2_1411,134956,392901
2_1412,134956,429183
2_1413,134956,465465
2_1414,134956,501747
2_1415,134956,538029
2_1416,134956,574311
2_1417,134956,610593
2_1418,134956,646875
2_1419,134956,683157
2_1420,134956,719439
2_1421,134956,755721
2_1422,134956,792003
2_1423,134956,828285
2_1424,134956,864567
2_1425,134956,900849
2_1426,134956,937131
2_1427,134956,973413
2_1428,134956,1009695
2_1429,134956,1045977
2_1430,134956,1082259
2_1431,134956,1118541
2_1432,134956,1154823
2_1433,134956,1191105
2_1434,134956,1227387
2_1435,134956,1263669
2_1436,134956,1299951
2_1437,134956,1336233
2_1438,134956,1372515
2_1439,134956,1408797
2_1440,134956,1445079
2_1441,134956,1481361
2_1442,134956,1517643
2_1443,134956,1553925
2_1444,134956,1590207
2_1445,134956,1626489
2_1446,134956,1662771
2_1447,134956,1699053
2_1448,134956,1735335
2_1449,134956,1771617
2_1450,134956,1807899
2_1451,134956,1844181
2_1452,134956,1880463
2_1453,134956,1916745
2_1454,134956,1953027
2_1455,134956,1989309
2_1456,134956,2025591
2_1457,134956,2061873
2_1458,134956,2098155
2_1459,134956,2134437
2_1460,134956,2170719
2_1461,134956,2207001
2_1462,134956,2243283
2_1463,134956,2279565
2_1464,134956,2315847
2_1465,134956,2352129
2_1466,134956,2388411
2_1467,134956,2424693
2_1468,134956,2460975
2_1469,134956,2497257
2_1470,134956,2533539
2_1471,134956,2569821
2_1472,134956,2606103
2_1473,134956,2642385
2_1474,134956,2678667
2_1475,134956,2714949
2_1476,134956,2751231
2_1477,134956,2787513
2_1478,134956,2823795
2_1501,168695,36282
2_1502,168695,72564
2_1503,168695,108846
2_1504,168695,145128
2_1505,168695,181410
2_1506,168695,217692
2_1507,168695,253974
2_1508,168695,290256
2_1509,168695,326538
2_1510,168695,362820
2_1511,168695,399102
2_1512,168695,435384
2_1513,168695,471666
2_1514,168695,507948
2_1515,168695,544230
2_1516,168695,580512
2_1517,168695,616794
2_1518,168695,653076
2_1519,168695,689358
2_1520,168695,725640
2_1521,168695,761922
2_1522,168695,798204
2_1523,168695,834486
2_1524,168695,870768
2_1525,168695,907050
2_1526,168695,943332
2_1527,168695,979614
2_1528,168695,1015896
2_1529,168695,1052178
2_1530,168695,1088460
2_1531,168695,1124742
2_1532,168695,1161024
2_1533,168695,1197306
2_1534,168695,1233588
2_1535,168695,1269870
2_1536,168695,1306152
2_1537,168695,1342434
2_1538,168695,1378716
2_1539,168695,1414998
2_1540,168695,1451280
2_1541,168695,1487562
2_1542,168695,1523844
2_1543,168695,1560126
2_1544,168695,1596408
2_1545,168695,1632690
2_1546,168695,1668972
2_1547,168695,1705254
2_1548,168695,1741536
2_1549,168695,1777818
2_1550,168695,1814100
2_1551,168695,1850382
2_1552,168695,1886664
2_1553,168695,1922946
2_1554,168695,1959228
2_1555,168695,1995510
2_1556,168695,2031792
2_1557,168695,2068074
2_1558,168695,2104356
2_1559,168695,2140638
2_1560,168695,2176920
2_1561,168695,2213202
2_1562,168695,2249484
2_1563,168695,2285766
2_1564,168695,2322048
2_1565,168695,2358330
2_1566,168695,2394612
2_1567,168695,2430894
2_1568,168695,2467176
2_1569,168695,2503458
2_1570,168695,2539740
2_1571,168695,2576022
2_1572,168695,2612304
2_1573,168695,2648586
2_1574,168695,2684868
2_1575,168695,2721150
2_1576,168695,2757432
2_1577,168695,2793714
2_1578,168695,2829996
2_1601,202434,30081
2_1602,202434,66363
2_1603,202434,102645
2_1604,202434,138927
2_1605,202434,175209
2_1606,202434,211491
2_1607,202434,247773
2_1608,202434,284055
2_1609,202434,320337
2_1610,202434,356619
2_1611,202434,392901
2_1612,202434,429183
2_1613,202434,465465
2_1614,202434,501747
2_1615,202434,538029
2_1616,202434,574311
2_1617,202434,610593
2_1618,202434,646875
2_1619,202434,683157
2_1620,202434,719439
2_1621,202434,755721
2_1622,202434,792003
2_1623,202434,828285
2_1624,202434,864567
2_1625,202434,900849
2_1626,202434,937131
2_1627,202434,973413
2_1628,202434,1009695
2_1629,202434,1045977
2_1630,202434,1082259
2_1631,202434,1118541
2_1632,202434,1154823
2_1633,202434,1191105
2_1634,202434,1227387
2_1635,202434,1263669
2_1636,202434,1299951
2_1637,202434,1336233
2_1638,202434,1372515
2_1639,202434,1408797
2_1640,202434,1445079
2_1641,202434,1481361
2_1642,202434,1517643
2_1643,202434,1553925
2_1644,202434,1590207
2_1645,202434,1626489
2_1646,202434,1662771
2_1647,202434,1699053
2_1648,202434,1735335
2_1649,202434,1771617
2_1650,202434,1807899
2_1651,202434,1844181
2_1652,202434,1880463
2_1653,202434,1916745
2_1654,202434,1953027
2_1655,202434,1989309
2_1656,202434,2025591
2_1657,202434,2061873
2_1658,202434,2098155
2_1659,202434,2134437
2_1660,202434,2170719
2_1661,202434,2207001
2_1662,202434,2243283
2_1663,202434,2279565
2_1664,202434,2315847
2_1665,202434,2352129
2_1666,202434,2388411
2_1667,202434,2424693
2_1668,202434,2460975
2_1669,202434,2497257
2_1670,202434,2533539
2_1671,202434,2569821
2_1672,202434,2606103
2_1673,202434,2642385
2_1674,202434,2678667
2_1675,202434,2714949
2_1676,202434,2751231
2_1677,202434,2787513
2_1678,202434,2823795
2_2001,0,42483
2_2002,0,78765
2_2003,0,115047
2_2004,0,151329
2_2005,0,187611
2_2006,0,223893
2_2007,0,260175
2_2008,0,296457
2_2009,0,332739
2_2010,0,369021
2_2011,0,405303
2_2012,0,441585
2_2013,0,477867
2_2014,0,514149
2_2015,0,550431
2_2016,0,586713
2_2017,0,622995
2_2018,0,659277
2_2019,0,695559
2_2020,0,731841
2_2021,0,768123
2_2022,0,804405
2_2023,0,840687
2_2024,0,876969
2_2025,0,913251
2_2026,0,949533
2_2027,0,985815
2_2028,0,1022097
2_2029,0,1058379
2_2030,0,1094661
2_2031,0,1130943
2_2032,0,1167225
2_2033,0,1203507
2_2034,0,1239789
2_2035,0,1276071
2_2036,0,1312353
2_2037,0,1348635
2_2038,0,1384917
2_2039,0,1421199
2_2040,0,1457481
2_2041,0,1493763
2_2042,0,1530045
2_2043,0,1566327
2_2044,0,1602609
2_2045,0,1638891
2_2046,0,1675173
2_2047,0,1711455
2_2048,0,1747737
2_2049,0,1784019
2_2050,0,1820301
2_2051,0,1856583
2_2052,0,1892865
2_2053,0,1929147
2_2054,0,1965429
2_2055,0,2001711
2_2056,0,2037993
2_2057,0,2074275
2_2058,0,2110557
2_2059,0,2146839
2_2060,0,2183121
2_2061,0,2219403
2_2062,0,2255685
2_2063,0,2291967
2_2064,0,2328249
2_2065,0,2364531
2_2066,0,2400813
2_2067,0,2437095
2_2068,0,2473377
2_2069,0,2509659
2_2070,0,2545941
2_2071,0,2582223
2_2072,0,2618505
2_2073,0,2654787
2_2074,0,2691069
2_2075,0,2727351
2_2076,0,2763633
2_2077,0,2799915
2_2078,0,2836197
2_2101,33739,36282
2_2102,33739,72564
2_2103,33739,108846
2_2104,33739,145128
2_2105,33739,181410
2_2106,33739,217692
2_2107,33739,253974
2_2108,33739,290256
2_2109,33739,326538
2_2110,33739,362820
2_2111,33739,399102
2_2112,33739,435384
2_2113,33739,471666
2_2114,33739,507948
2_2115,33739,544230
2_2116,33739,580512
2_2117,33739,616794
2_2118,33739,653076
2_2119,33739,689358
2_2120,33739,725640
2_2121,33739,761922
2_2122,33739,798204
2_2123,33739,834486
2_2124,33739,870768
2_2125,33739,907050
2_2126,33739,943332
2_2127,33739,979614
2_2128,33739,1015896
2_2129,33739,1052178
2_2130,33739,1088460
2_2131,33739,1124742
2_2132,33739,1161024
2_2133,33739,1197306
2_2134,33739,1233588
2_2135,33739,1269870
2_2136,33739,1306152
2_2137,33739,1342434
2_2138,33739,1378716
2_2139,33739,1414998
2_2140,33739,1451280
2_2141,33739,1487562
2_2142,33739,1523844
2_2143,33739,1560126
2_2144,33739,1596408
2_2145,33739,1632690
2_2146,33739,1668972
2_2147,33739,1705254
2_2148,33739,1741536
2_2149,33739,1777818
2_2150,33739,1814100
2_2151,33739,1850382
2_2152,33739,1886664
2_2153,33739,1922946
2_2154,33739,1959228
2_2155,33739,1995510
2_2156,33739,2031792
2_2157,33739,2068074
2_2158,33739,2104356
2_2159,33739,2140638
2_2160,33739,2176920
2_2161,33739,2213202
2_2162,33739,2249484
2_2163,33739,2285766
2_2164,33739,2322048
2_2165,33739,2358330
2_2166,33739,2394612
2_2167,33739,2430894
2_2168,33739,2467176
2_2169,33739,2503458
2_2170,33739,2539740
2_2171,33739,2576022
2_2172,33739,2612304
2_2173,33739,2648586
2_2174,33739,2684868
2_2175,33739,2721150
2_2176,33739,2757432
2_2177,33739,2793714
2_2178,33739,2829996
2_2201,67478,42483
2_2202,67478,78765
2_2203,67478,115047
2_2204,67478,151329
2_2205,67478,187611
2_2206,67478,223893
2_2207,67478,260175
2_2208,67478,296457
2_2209,67478,332739
2_2210,67478,369021
2_2211,67478,405303
2_2212,67478,441585
2_2213,67478,477867
2_2214,67478,514149
2_2215,67478,550431
2_2216,67478,586713
2_2217,67478,622995
2_2218,67478,659277
2_2219,67478,695559
2_2220,67478,731841
2_2221,67478,768123
2_2222,67478,804405
2_2223,67478,840687
2_2224,67478,876969
2_2225,67478,913251
2_2226,67478,949533
2_2227,67478,985815
2_2228,67478,1022097
2_2229,67478,1058379
2_2230,67478,1094661
2_2231,67478,1130943
2_2232,67478,1167225
2_2233,67478,1203507
2_2234,67478,1239789
2_2235,67478,1276071
2_2236,67478,1312353
2_2237,67478,1348635
2_2238,67478,1384917
2_2239,67478,1421199
2_2240,67478,1457481
2_2241,67478,1493763
2_2242,67478,1530045
2_2243,67478,1566327
2_2244,67478,1602609
2_2245,67478,1638891
2_2246,67478,1675173
2_2247,67478,1711455
2_2248,67478,1747737
2_2249,67478,1784019
2_2250,67478,1820301
2_2251,67478,1856583
2_2252,67478,1892865
2_2253,67478,1929147
2_2254,67478,1965429
2_2255,67478,2001711
2_2256,67478,2037993
2_2257,67478,2074275
2_2258,67478,2110557
2_2259,67478,2146839
2_2260,67478,2183121
2_2261,67478,2219403
2_2262,67478,2255685
2_2263,67478,2291967
2_2264,67478,2328249
2_2265,67478,2364531
2_2266,67478,2400813
2_2267,67478,2437095
2_2268,67478,2473377
2_2269,67478,2509659
2_2270,67478,2545941
2_2271,67478,2582223
2_2272,67478,2618505
2_2273,67478,2654787
2_2274,67478,2691069
2_2275,67478,2727351
2_2276,67478,2763633
2_2277,67478,2799915
2_2278,67478,2836197
2_2301,101217,36282
2_2302,101217,72564
2_2303,101217,108846
2_2304,101217,145128
2_2305,101217,181410
2_2306,101217,217692
2_2307,101217,253974
2_2308,101217,290256
2_2309,101217,326538
2_2310,101217,362820
2_2311,101217,399102
2_2312,101217,435384
2_2313,101217,471666
2_2314,101217,507948
2_2315,101217,544230
2_2316,101217,580512
2_2317,101217,616794
2_2318,101217,653076
2_2319,101217,689358
2_2320,101217,725640
2_2321,101217,761922
2_2322,101217,798204
2_2323,101217,834486
2_2324,101217,870768
2_2325,101217,907050
2_2326,101217,943332
2_2327,101217,979614
2_2328,101217,1015896
2_2329,101217,1052178
2_2330,101217,1088460
2_2331,101217,1124742
2_2332,101217,1161024
2_2333,101217,1197306
2_2334,101217,1233588
2_2335,101217,1269870
2_2336,101217,1306152
2_2337,101217,1342434
2_2338,101217,1378716
2_2339,101217,1414998
2_2340,101217,1451280
2_2341,101217,1487562
2_2342,101217,1523844
2_2343,101217,1560126
2_2344,101217,1596408
2_2345,101217,1632690
2_2346,101217,1668972
2_2347,101217,1705254
2_2348,101217,1741536
2_2349,101217,1777818
2_2350,101217,1814100
2_2351,101217,1850382
2_2352,101217,1886664
2_2353,101217,1922946
2_2354,101217,1959228
2_2355,101217,1995510
2_2356,101217,2031792
2_2357,101217,2068074
2_2358,101217,2104356
2_2359,101217,2140638
2_2360,101217,2176920
2_2361,101217,2213202
2_2362,101217,2249484
2_2363,101217,2285766
2_2364,101217,2322048
2_2365,101217,2358330
2_2366,101217,2394612
2_2367,101217,2430894
2_2368,101217,2467176
2_2369,101217,2503458
2_2370,101217,2539740
2_2371,101217,2576022
2_2372,101217,2612304
2_2373,101217,2648586
2_2374,101217,2684868
2_2375,101217,2721150
2_2376,101217,2757432
2_2377,101217,2793714
2_2378,101217,2829996
2_2401,134956,42483
2_2402,134956,78765
2_2403,134956,115047
2_2404,134956,151329
2_2405,134956,187611
2_2406,134956,223893
2_2407,134956,260175
2_2408,134956,296457
2_2409,134956,332739
2_2410,134956,369021
2_2411,134956,405303
2_2412,134956,441585
2_2413,134956,477867
2_2414,134956,514149
2_2415,134956,550431
2_2416,134956,586713
2_2417,134956,622995
2_2418,134956,659277
2_2419,134956,695559
2_2420,134956,731841
2_2421,134956,768123
2_2422,134956,804405
2_2423,134956,840687
2_2424,134956,876969
2_2425,134956,913251
2_2426,134956,949533
2_2427,134956,985815
2_2428,134956,1022097
2_2429,134956,1058379
2_2430,134956,1094661
2_2431,134956,1130943
2_2432,134956,1167225
2_2433,134956,1203507
2_2434,134956,1239789
2_2435,134956,1276071
2_2436,134956,1312353
2_2437,134956,1348635
2_2438,134956,1384917
2_2439,134956,1421199
2_2440,134956,1457481
2_2441,134956,1493763
2_2442,134956,1530045
2_2443,134956,1566327
2_2444,134956,1602609
2_2445,134956,1638891
2_2446,134956,1675173
2_2447,134956,1711455
2_2448,134956,1747737
2_2449,134956,1784019
2_2450,134956,1820301
2_2451,134956,1856583
2_2452,134956,1892865
2_2453,134956,1929147
2_2454,134956,1965429
2_2455,134956,2001711
2_2456,134956,2037993
2_2457,134956,2074275
2_2458,134956,2110557
2_2459,134956,2146839
2_2460,134956,2183121
2_2461,134956,2219403
2_2462,134956,2255685
2_2463,134956,2291967
2_2464,134956,2328249
2_2465,134956,2364531
2_2466,134956,2400813
2_2467,134956,2437095
2_2468,134956,2473377
2_2469,134956,2509659
2_2470,134956,2545941
2_2471,134956,2582223
2_2472,134956,2618505
2_2473,134956,2654787
2_2474,134956,2691069
2_2475,134956,2727351
2_2476,134956,2763633
2_2477,134956,2799915
2_2478,134956,2836197
2_2501,168695,36282
2_2502,168695,72564
2_2503,168695,108846
2_2504,168695,145128
2_2505,168695,181410
2_2506,168695,217692
2_2507,168695,253974
2_2508,168695,290256
2_2509,168695,326538
2_2510,168695,362820
2_2511,168695,399102
2_2512,168695,435384
2_2513,168695,471666
2_2514,168695,507948
2_2515,168695,544230
2_2516,168695,580512
2_2517,168695,616794
2_2518,168695,653076
2_2519,168695,689358
2_2520,168695,725640
2_2521,168695,761922
2_2522,168695,798204
2_2523,168695,834486
2_2524,168695,870768
2_2525,168695,907050
2_2526,168695,943332
2_2527,168695,979614
2_2528,168695,1015896
2_2529,168695,1052178
2_2530,168695,1088460
2_2531,168695,1124742
2_2532,168695,1161024
2_2533,168695,1197306
2_2534,168695,1233588
2_2535,168695,1269870
2_2536,168695,1306152
2_2537,168695,1342434
2_2538,168695,1378716
2_2539,168695,1414998
2_2540,168695,1451280
2_2541,168695,1487562
2_2542,168695,1523844
2_2543,168695,1560126
2_2544,168695,1596408
2_2545,168695,1632690
2_2546,168695,1668972
2_2547,168695,1705254
2_2548,168695,1741536
2_2549,168695,1777818
2_2550,168695,1814100
2_2551,168695,1850382
2_2552,168695,1886664
2_2553,168695,1922946
2_2554,168695,1959228
2_2555,168695,1995510
2_2556,168695,2031792
2_2557,168695,2068074
2_2558,168695,2104356
2_2559,168695,2140638
2_2560,168695,2176920
2_2561,168695,2213202
2_2562,168695,2249484
2_2563,168695,2285766
2_2564,168695,2322048
2_2565,168695,2358330
2_2566,168695,2394612
2_2567,168695,2430894
2_2568,168695,2467176
2_2569,168695,2503458
2_2570,168695,2539740
2_2571,168695,2576022
2_2572,168695,2612304
2_2573,168695,2648586
2_2574,168695,2684868
2_2575,168695,2721150
2_2576,168695,2757432
2_2577,168695,2793714
2_2578,168695,2829996
2_2601,202434,42483
2_2602,202434,78765
2_2603,202434,115047
2_2604,202434,151329
2_2605,202434,187611
2_2606,202434,223893
2_2607,202434,260175
2_2608,202434,296457
2_2609,202434,332739
2_2610,202434,369021
2_2611,202434,405303
2_2612,202434,441585
2_2613,202434,477867
2_2614,202434,514149
2_2615,202434,550431
2_2616,202434,586713
2_2617,202434,622995
2_2618,202434,659277
2_2619,202434,695559
2_2620,202434,731841
2_2621,202434,768123
2_2622,202434,804405
2_2623,202434,840687
2_2624,202434,876969
2_2625,202434,913251
2_2626,202434,949533
2_2627,202434,985815
2_2628,202434,1022097
2_2629,202434,1058379
2_2630,202434,1094661
2_2631,202434,1130943
2_2632,202434,1167225
2_2633,202434,1203507
2_2634,202434,1239789
2_2635,202434,1276071
2_2636,202434,1312353
2_2637,202434,1348635
2_2638,202434,1384917
2_2639,202434,1421199
2_2640,202434,1457481
2_2641,202434,1493763
2_2642,202434,1530045
2_2643,202434,1566327
2_2644,202434,1602609
2_2645,202434,1638891
2_2646,202434,1675173
2_2647,202434,1711455
2_2648,202434,1747737
2_2649,202434,1784019
2_2650,202434,1820301
2_2651,202434,1856583
2_2652,202434,1892865
2_2653,202434,1929147
2_2654,202434,1965429
2_2655,202434,2001711
2_2656,202434,2037993
2_2657,202434,2074275
2_2658,202434,2110557
2_2659,202434,2146839
2_2660,202434,2183121
2_2661,202434,2219403
2_2662,202434,2255685
2_2663,202434,2291967
2_2664,202434,2328249
2_2665,202434,2364531
2_2666,202434,2400813
2_2667,202434,2437095
2_2668,202434,2473377
2_2669,202434,2509659
2_2670,202434,2545941
2_2671,202434,2582223
2_2672,202434,2618505
2_2673,202434,2654787
2_2674,202434,2691069
2_2675,202434,2727351
2_2676,202434,2763633
2_2677,202434,2799915
2_2678,202434,2836197
3_1001,0,30081
3_1002,0,66363
3_1003,0,102645
3_1004,0,138927
3_1005,0,175209
3_1006,0,211491
3_1007,0,247773
3_1008,0,284055
3_1009,0,320337
3_1010,0,356619
3_1011,0,392901
3_1012,0,429183
3_1013,0,465465
3_1014,0,501747
3_1015,0,538029
3_1016,0,574311
3_1017,0,610593
3_1018,0,646875
3_1019,0,683157
3_1020,0,719439
3_1021,0,755721
3_1022,0,792003
3_1023,0,828285
3_1024,0,864567
3_1025,0,900849
3_1026,0,937131
3_1027,0,973413
3_1028,0,1009695
3_1029,0,1045977
3_1030,0,1082259
3_1031,0,1118541
3_1032,0,1154823
3_1033,0,1191105
3_1034,0,1227387
3_1035,0,1263669
3_1036,0,1299951
3_1037,0,1336233
3_1038,0,1372515
3_1039,0,1408797
3_1040,0,1445079
3_1041,0,1481361
3_1042,0,1517643
3_1043,0,1553925
3_1044,0,1590207
3_1045,0,1626489
3_1046,0,1662771
3_1047,0,1699053
3_1048,0,1735335
3_1049,0,1771617
3_1050,0,1807899
3_1051,0,1844181
3_1052,0,1880463
3_1053,0,1916745
3_1054,0,1953027
3_1055,0,1989309
3_1056,0,2025591
3_1057,0,2061873
3_1058,0,2098155
3_1059,0,2134437
3_1060,0,2170719
3_1061,0,2207001
3_1062,0,2243283
3_1063,0,2279565
3_1064,0,2315847
3_1065,0,2352129
3_1066,0,2388411
3_1067,0,2424693
3_1068,0,2460975
3_1069,0,2497257
3_1070,0,2533539
3_1071,0,2569821
3_1072,0,2606103
3_1073,0,2642385
3_1074,0,2678667
3_1075,0,2714949
3_1076,0,2751231
3_1077,0,2787513
3_1078,0,2823795
3_1101,33739,36282
3_1102,33739,72564
3_1103,33739,108846
3_1104,33739,145128
3_1105,33739,181410
3_1106,33739,217692
3_1107,33739,253974
3_1108,33739,290256
3_1109,33739,326538
3_1110,33739,362820
3_1111,33739,399102
3_1112,33739,435384
3_1113,33739,471666
3_1114,33739,507948
3_1115,33739,544230
3_1116,33739,580512
3_1117,33739,616794
3_1118,33739,653076
3_1119,33739,689358
3_1120,33739,725640
3_1121,33739,761922
3_1122,33739,798204
3_1123,33739,834486
3_1124,33739,870768
3_1125,33739,907050
3_1126,33739,943332
3_1127,33739,979614
3_1128,33739,1015896
3_1129,33739,1052178
3_1130,33739,1088460
3_1131,33739,1124742
3_1132,33739,1161024
3_1133,33739,1197306
3_1134,33739,1233588
3_1135,33739,1269870
3_1136,33739,1306152
3_1137,33739,1342434
3_1138,33739,1378716
3_1139,33739,1414998
3_1140,33739,1451280
3_1141,33739,1487562
3_1142,33739,1523844
3_1143,33739,1560126
3_1144,33739,1596408
3_1145,33739,1632690
3_1146,33739,1668972
3_1147,33739,1705254
3_1148,33739,1741536
3_1149,33739,1777818
3_1150,33739,1814100
3_1151,33739,1850382
3_1152,33739,1886664
3_1153,33739,1922946
3_1154,33739,1959228
3_1155,33739,1995510
3_1156,33739,2031792
3_1157,33739,2068074
3_1158,33739,2104356
3_1159,33739,2140638
3_1160,33739,2176920
3_1161,33739,2213202
3_1162,33739,2249484
3_1163,33739,2285766
3_1164,33739,2322048
3_1165,33739,2358330
3_1166,33739,2394612
3_1167,33739,2430894
3_1168,33739,2467176
3_1169,33739,2503458
3_1170,33739,2539740
3_1171,33739,2576022
3_1172,33739,2612304
3_1173,33739,2648586
3_1174,33739,2684868
3_1175,33739,2721150
3_1176,33739,2757432
3_1177,33739,2793714
3_1178,33739,2829996
3_1201,67478,30081
3_1202,67478,66363
3_1203,67478,102645
3_1204,67478,138927
3_1205,67478,175209
3_1206,67478,211491
3_1207,67478,247773
3_1208,67478,284055
3_1209,67478,320337
3_1210,67478,356619
3_1211,67478,392901
3_1212,67478,429183
3_1213,67478,465465
3_1214,67478,501747
3_1215,67478,538029
3_1216,67478,574311
3_1217,67478,610593
3_1218,67478,646875
3_1219,67478,683157
3_1220,67478,719439
3_1221,67478,755721
3_1222,67478,792003
3_1223,67478,828285
3_1224,67478,864567
3_1225,67478,900849
3_1226,67478,937131
3_1227,67478,973413
3_1228,67478,1009695
3_1229,67478,1045977
3_1230,67478,1082259
3_1231,67478,1118541
3_1232,67478,1154823
3_1233,67478,1191105
3_1234,67478,1227387
3_1235,67478,1263669
3_1236,67478,1299951
3_1237,67478,1336233
3_1238,67478,1372515
3_1239,67478,1408797
3_1240,67478,1445079
3_1241,67478,1481361
3_1242,67478,1517643
3_1243,67478,1553925
3_1244,67478,1590207
3_1245,67478,1626489
3_1246,67478,1662771
3_1247,67478,1699053
3_1248,67478,1735335
3_1249,67478,1771617
3_1250,67478,1807899
3_1251,67478,1844181
3_1252,67478,1880463
3_1253,67478,1916745
3_1254,67478,1953027
3_1255,67478,1989309
3_1256,67478,2025591
3_1257,67478,2061873
3_1258,67478,2098155
3_1259,67478,2134437
3_1260,67478,2170719
3_1261,67478,2207001
3_1262,67478,2243283
3_1263,67478,2279565
3_1264,67478,2315847
3_1265,67478,2352129
3_1266,67478,2388411
3_1267,67478,2424693
3_1268,67478,2460975
3_1269,67478,2497257
3_1270,67478,2533539
3_1271,67478,2569821
3_1272,67478,2606103
3_1273,67478,2642385
3_1274,67478,2678667
3_1275,67478,2714949
3_1276,67478,2751231
3_1277,67478,2787513
3_1278,67478,2823795
3_1301,101217,36282
3_1302,101217,72564
3_1303,101217,108846
3_1304,101217,145128
3_1305,101217,181410
3_1306,101217,217692
3_1307,101217,253974
3_1308,101217,290256
3_1309,101217,326538
3_1310,101217,362820
3_1311,101217,399102
3_1312,101217,435384
3_1313,101217,471666
3_1314,101217,507948
3_1315,101217,544230
