tie,x,y
3_1316,101217,580512
3_1317,101217,616794
3_1318,101217,653076
3_1319,101217,689358
3_1320,101217,725640
3_1321,101217,761922
3_1322,101217,798204
3_1323,101217,834486
3_1324,101217,870768
3_1325,101217,907050
3_1326,101217,943332
3_1327,101217,979614
3_1328,101217,1015896
3_1329,101217,1052178
3_1330,101217,1088460
3_1331,101217,1124742
3_1332,101217,1161024
3_1333,101217,1197306
3_1334,101217,1233588
3_1335,101217,1269870
3_1336,101217,1306152
3_1337,101217,1342434
3_1338,101217,1378716
3_1339,101217,1414998
3_1340,101217,1451280
3_1341,101217,1487562
3_1342,101217,1523844
3_1343,101217,1560126
3_1344,101217,1596408
3_1345,101217,1632690
3_1346,101217,1668972
3_1347,101217,1705254
3_1348,101217,1741536
3_1349,101217,1777818
3_1350,101217,1814100
3_1351,101217,1850382
3_1352,101217,1886664
3_1353,101217,1922946
3_1354,101217,1959228
3_1355,101217,1995510
3_1356,101217,2031792
3_1357,101217,2068074
3_1358,101217,2104356
3_1359,101217,2140638
3_1360,101217,2176920
3_1361,101217,2213202
3_1362,101217,2249484
3_1363,101217,2285766
3_1364,101217,2322048
3_1365,101217,2358330
3_1366,101217,2394612
3_1367,101217,2430894
3_1368,101217,2467176
3_1369,101217,2503458
3_1370,101217,2539740
3_1371,101217,2576022
3_1372,101217,2612304
3_1373,101217,2648586
3_1374,101217,2684868
3_1375,101217,2721150
3_1376,101217,2757432
3_1377,101217,2793714
3_1378,101217,2829996
3_1401,134956,30081
3_1402,134956,66363
3_1403,134956,102645
3_1404,134956,138927
3_1405,134956,175209
3_1406,134956,211491
3_1407,134956,247773
3_1408,134956,284055
3_1409,134956,320337
3_1410,134956,356619
3_1411,134956,392901
3_1412,134956,429183
3_1413,134956,465465
3_1414,134956,501747
3_1415,134956,538029
3_1416,134956,574311
3_1417,134956,610593
3_1418,134956,646875
3_1419,134956,683157
3_1420,134956,719439
3_1421,134956,755721
3_1422,134956,792003
3_1423,134956,828285
3_1424,134956,864567
3_1425,134956,900849
3_1426,134956,937131
3_1427,134956,973413
3_1428,134956,1009695
3_1429,134956,1045977
3_1430,134956,1082259
3_1431,134956,1118541
3_1432,134956,1154823
3_1433,134956,1191105
3_1434,134956,1227387
3_1435,134956,1263669
3_1436,134956,1299951
3_1437,134956,1336233
3_1438,134956,1372515
3_1439,134956,1408797
3_1440,134956,1445079
3_1441,134956,1481361
3_1442,134956,1517643
3_1443,134956,1553925
3_1444,134956,1590207
3_1445,134956,1626489
3_1446,134956,1662771
3_1447,134956,1699053
3_1448,134956,1735335
3_1449,134956,1771617
3_1450,134956,1807899
3_1451,134956,1844181
3_1452,134956,1880463
3_1453,134956,1916745
3_1454,134956,1953027
3_1455,134956,1989309
3_1456,134956,2025591
3_1457,134956,2061873
3_1458,134956,2098155
3_1459,134956,2134437
3_1460,134956,2170719
3_1461,134956,2207001
3_1462,134956,2243283
3_1463,134956,2279565
3_1464,134956,2315847
3_1465,134956,2352129
3_1466,134956,2388411
3_1467,134956,2424693
3_1468,134956,2460975
3_1469,134956,2497257
3_1470,134956,2533539
3_1471,134956,2569821
3_1472,134956,2606103
3_1473,134956,2642385
3_1474,134956,2678667
3_1475,134956,2714949
3_1476,134956,2751231
3_1477,134956,2787513
3_1478,134956,2823795
3_1501,168695,36282
3_1502,168695,72564
3_1503,168695,108846
3_1504,168695,145128
3_1505,168695,181410
3_1506,168695,217692
3_1507,168695,253974
3_1508,168695,290256
3_1509,168695,326538
3_1510,168695,362820
3_1511,168695,399102
3_1512,168695,435384
3_1513,168695,471666
3_1514,168695,507948
3_1515,168695,544230
3_1516,168695,580512
3_1517,168695,616794
3_1518,168695,653076
3_1519,168695,689358
3_1520,168695,725640
3_1521,168695,761922
3_1522,168695,798204
3_1523,168695,834486
3_1524,168695,870768
3_1525,168695,907050
3_1526,168695,943332
3_1527,168695,979614
3_1528,168695,1015896
3_1529,168695,1052178
3_1530,168695,1088460
3_1531,168695,1124742
3_1532,168695,1161024
3_1533,168695,1197306
3_1534,168695,1233588
3_1535,168695,1269870
3_1536,168695,1306152
3_1537,168695,1342434
3_1538,168695,1378716
3_1539,168695,1414998
3_1540,168695,1451280
3_1541,168695,1487562
3_1542,168695,1523844
3_1543,168695,1560126
3_1544,168695,1596408
3_1545,168695,1632690
3_1546,168695,1668972
3_1547,168695,1705254
3_1548,168695,1741536
3_1549,168695,1777818
3_1550,168695,1814100
3_1551,168695,1850382
3_1552,168695,1886664
3_1553,168695,1922946
3_1554,168695,1959228
3_1555,168695,1995510
3_1556,168695,2031792
3_1557,168695,2068074
3_1558,168695,2104356
3_1559,168695,2140638
3_1560,168695,2176920
3_1561,168695,2213202
3_1562,168695,2249484
3_1563,168695,2285766
3_1564,168695,2322048
3_1565,168695,2358330
3_1566,168695,2394612
3_1567,168695,2430894
3_1568,168695,2467176
3_1569,168695,2503458
3_1570,168695,2539740
3_1571,168695,2576022
3_1572,168695,2612304
3_1573,168695,2648586
3_1574,168695,2684868
3_1575,168695,2721150
3_1576,168695,2757432
3_1577,168695,2793714
3_1578,168695,2829996
3_1601,202434,30081
3_1602,202434,66363
3_1603,202434,102645
3_1604,202434,138927
3_1605,202434,175209
3_1606,202434,211491
3_1607,202434,247773
3_1608,202434,284055
3_1609,202434,320337
3_1610,202434,356619
3_1611,202434,392901
3_1612,202434,429183
3_1613,202434,465465
3_1614,202434,501747
3_1615,202434,538029
3_1616,202434,574311
3_1617,202434,610593
3_1618,202434,646875
3_1619,202434,683157
3_1620,202434,719439
3_1621,202434,755721
3_1622,202434,792003
3_1623,202434,828285
3_1624,202434,864567
3_1625,202434,900849
3_1626,202434,937131
3_1627,202434,973413
3_1628,202434,1009695
3_1629,202434,1045977
3_1630,202434,1082259
3_1631,202434,1118541
3_1632,202434,1154823
3_1633,202434,1191105
3_1634,202434,1227387
3_1635,202434,1263669
3_1636,202434,1299951
3_1637,202434,1336233
3_1638,202434,1372515
3_1639,202434,1408797
3_1640,202434,1445079
3_1641,202434,1481361
3_1642,202434,1517643
3_1643,202434,1553925
3_1644,202434,1590207
3_1645,202434,1626489
3_1646,202434,1662771
3_1647,202434,1699053
3_1648,202434,1735335
3_1649,202434,1771617
3_1650,202434,1807899
3_1651,202434,1844181
3_1652,202434,1880463
3_1653,202434,1916745
3_1654,202434,1953027
3_1655,202434,1989309
3_1656,202434,2025591
3_1657,202434,2061873
3_1658,202434,2098155
3_1659,202434,2134437
3_1660,202434,2170719
3_1661,202434,2207001
3_1662,202434,2243283
3_1663,202434,2279565
3_1664,202434,2315847
3_1665,202434,2352129
3_1666,202434,2388411
3_1667,202434,2424693
3_1668,202434,2460975
3_1669,202434,2497257
3_1670,202434,2533539
3_1671,202434,2569821
3_1672,202434,2606103
3_1673,202434,2642385
3_1674,202434,2678667
3_1675,202434,2714949
3_1676,202434,2751231
3_1677,202434,2787513
3_1678,202434,2823795
3_2001,0,42483
3_2002,0,78765
3_2003,0,115047
3_2004,0,151329
3_2005,0,187611
3_2006,0,223893
3_2007,0,260175
3_2008,0,296457
3_2009,0,332739
3_2010,0,369021
3_2011,0,405303
3_2012,0,441585
3_2013,0,477867
3_2014,0,514149
3_2015,0,550431
3_2016,0,586713
3_2017,0,622995
3_2018,0,659277
3_2019,0,695559
3_2020,0,731841
3_2021,0,768123
3_2022,0,804405
3_2023,0,840687
3_2024,0,876969
3_2025,0,913251
3_2026,0,949533
3_2027,0,985815
3_2028,0,1022097
3_2029,0,1058379
3_2030,0,1094661
3_2031,0,1130943
3_2032,0,1167225
3_2033,0,1203507
3_2034,0,1239789
3_2035,0,1276071
3_2036,0,1312353
3_2037,0,1348635
3_2038,0,1384917
3_2039,0,1421199
3_2040,0,1457481
3_2041,0,1493763
3_2042,0,1530045
3_2043,0,1566327
3_2044,0,1602609
3_2045,0,1638891
3_2046,0,1675173
3_2047,0,1711455
3_2048,0,1747737
3_2049,0,1784019
3_2050,0,1820301
3_2051,0,1856583
3_2052,0,1892865
3_2053,0,1929147
3_2054,0,1965429
3_2055,0,2001711
3_2056,0,2037993
3_2057,0,2074275
3_2058,0,2110557
3_2059,0,2146839
3_2060,0,2183121
3_2061,0,2219403
3_2062,0,2255685
3_2063,0,2291967
3_2064,0,2328249
3_2065,0,2364531
3_2066,0,2400813
3_2067,0,2437095
3_2068,0,2473377
3_2069,0,2509659
3_2070,0,2545941
3_2071,0,2582223
3_2072,0,2618505
3_2073,0,2654787
3_2074,0,2691069
3_2075,0,2727351
3_2076,0,2763633
3_2077,0,2799915
3_2078,0,2836197
3_2101,33739,36282
3_2102,33739,72564
3_2103,33739,108846
3_2104,33739,145128
3_2105,33739,181410
3_2106,33739,217692
3_2107,33739,253974
3_2108,33739,290256
3_2109,33739,326538
3_2110,33739,362820
3_2111,33739,399102
3_2112,33739,435384
3_2113,33739,471666
3_2114,33739,507948
3_2115,33739,544230
3_2116,33739,580512
3_2117,33739,616794
3_2118,33739,653076
3_2119,33739,689358
3_2120,33739,725640
3_2121,33739,761922
3_2122,33739,798204
3_2123,33739,834486
3_2124,33739,870768
3_2125,33739,907050
3_2126,33739,943332
3_2127,33739,979614
3_2128,33739,1015896
3_2129,33739,1052178
3_2130,33739,1088460
3_2131,33739,1124742
3_2132,33739,1161024
3_2133,33739,1197306
3_2134,33739,1233588
3_2135,33739,1269870
3_2136,33739,1306152
3_2137,33739,1342434
3_2138,33739,1378716
3_2139,33739,1414998
3_2140,33739,1451280
3_2141,33739,1487562
3_2142,33739,1523844
3_2143,33739,1560126
3_2144,33739,1596408
3_2145,33739,1632690
3_2146,33739,1668972
3_2147,33739,1705254
3_2148,33739,1741536
3_2149,33739,1777818
3_2150,33739,1814100
3_2151,33739,1850382
3_2152,33739,1886664
3_2153,33739,1922946
3_2154,33739,1959228
3_2155,33739,1995510
3_2156,33739,2031792
3_2157,33739,2068074
3_2158,33739,2104356
3_2159,33739,2140638
3_2160,33739,2176920
3_2161,33739,2213202
3_2162,33739,2249484
3_2163,33739,2285766
3_2164,33739,2322048
3_2165,33739,2358330
3_2166,33739,2394612
3_2167,33739,2430894
3_2168,33739,2467176
3_2169,33739,2503458
3_2170,33739,2539740
3_2171,33739,2576022
3_2172,33739,2612304
3_2173,33739,2648586
3_2174,33739,2684868
3_2175,33739,2721150
3_2176,33739,2757432
3_2177,33739,2793714
3_2178,33739,2829996
3_2201,67478,42483
3_2202,67478,78765
3_2203,67478,115047
3_2204,67478,151329
3_2205,67478,187611
3_2206,67478,223893
3_2207,67478,260175
3_2208,67478,296457
3_2209,67478,332739
3_2210,67478,369021
3_2211,67478,405303
3_2212,67478,441585
3_2213,67478,477867
3_2214,67478,514149
3_2215,67478,550431
3_2216,67478,586713
3_2217,67478,622995
3_2218,67478,659277
3_2219,67478,695559
3_2220,67478,731841
3_2221,67478,768123
3_2222,67478,804405
3_2223,67478,840687
3_2224,67478,876969
3_2225,67478,913251
3_2226,67478,949533
3_2227,67478,985815
3_2228,67478,1022097
3_2229,67478,1058379
3_2230,67478,1094661
3_2231,67478,1130943
3_2232,67478,1167225
3_2233,67478,1203507
3_2234,67478,1239789
3_2235,67478,1276071
3_2236,67478,1312353
3_2237,67478,1348635
3_2238,67478,1384917
3_2239,67478,1421199
3_2240,67478,1457481
3_2241,67478,1493763
3_2242,67478,1530045
3_2243,67478,1566327
3_2244,67478,1602609
3_2245,67478,1638891
3_2246,67478,1675173
3_2247,67478,1711455
3_2248,67478,1747737
3_2249,67478,1784019
3_2250,67478,1820301
3_2251,67478,1856583
3_2252,67478,1892865
3_2253,67478,1929147
3_2254,67478,1965429
3_2255,67478,2001711
3_2256,67478,2037993
3_2257,67478,2074275
3_2258,67478,2110557
3_2259,67478,2146839
3_2260,67478,2183121
3_2261,67478,2219403
3_2262,67478,2255685
3_2263,67478,2291967
3_2264,67478,2328249
3_2265,67478,2364531
3_2266,67478,2400813
3_2267,67478,2437095
3_2268,67478,2473377
3_2269,67478,2509659
3_2270,67478,2545941
3_2271,67478,2582223
3_2272,67478,2618505
3_2273,67478,2654787
3_2274,67478,2691069
3_2275,67478,2727351
3_2276,67478,2763633
3_2277,67478,2799915
3_2278,67478,2836197
3_2301,101217,36282
3_2302,101217,72564
3_2303,101217,108846
3_2304,101217,145128
3_2305,101217,181410
3_2306,101217,217692
3_2307,101217,253974
3_2308,101217,290256
3_2309,101217,326538
3_2310,101217,362820
3_2311,101217,399102
3_2312,101217,435384
3_2313,101217,471666
3_2314,101217,507948
3_2315,101217,544230
3_2316,101217,580512
3_2317,101217,616794
3_2318,101217,653076
3_2319,101217,689358
3_2320,101217,725640
3_2321,101217,761922
3_2322,101217,798204
3_2323,101217,834486
3_2324,101217,870768
3_2325,101217,907050
3_2326,101217,943332
3_2327,101217,979614
3_2328,101217,1015896
3_2329,101217,1052178
3_2330,101217,1088460
3_2331,101217,1124742
3_2332,101217,1161024
3_2333,101217,1197306
3_2334,101217,1233588
3_2335,101217,1269870
3_2336,101217,1306152
3_2337,101217,1342434
3_2338,101217,1378716
3_2339,101217,1414998
3_2340,101217,1451280
3_2341,101217,1487562
3_2342,101217,1523844
3_2343,101217,1560126
3_2344,101217,1596408
3_2345,101217,1632690
3_2346,101217,1668972
3_2347,101217,1705254
3_2348,101217,1741536
3_2349,101217,1777818
3_2350,101217,1814100
3_2351,101217,1850382
3_2352,101217,1886664
3_2353,101217,1922946
3_2354,101217,1959228
3_2355,101217,1995510
3_2356,101217,2031792
3_2357,101217,2068074
3_2358,101217,2104356
3_2359,101217,2140638
3_2360,101217,2176920
3_2361,101217,2213202
3_2362,101217,2249484
3_2363,101217,2285766
3_2364,101217,2322048
3_2365,101217,2358330
3_2366,101217,2394612
3_2367,101217,2430894
3_2368,101217,2467176
3_2369,101217,2503458
3_2370,101217,2539740
3_2371,101217,2576022
3_2372,101217,2612304
3_2373,101217,2648586
3_2374,101217,2684868
3_2375,101217,2721150
3_2376,101217,2757432
3_2377,101217,2793714
3_2378,101217,2829996
3_2401,134956,42483
3_2402,134956,78765
3_2403,134956,115047
3_2404,134956,151329
3_2405,134956,187611
3_2406,134956,223893
3_2407,134956,260175
3_2408,134956,296457
3_2409,134956,332739
3_2410,134956,369021
3_2411,134956,405303
3_2412,134956,441585
3_2413,134956,477867
3_2414,134956,514149
3_2415,134956,550431
3_2416,134956,586713
3_2417,134956,622995
3_2418,134956,659277
3_2419,134956,695559
3_2420,134956,731841
3_2421,134956,768123
3_2422,134956,804405
3_2423,134956,840687
3_2424,134956,876969
3_2425,134956,913251
3_2426,134956,949533
3_2427,134956,985815
3_2428,134956,1022097
3_2429,134956,1058379
3_2430,134956,1094661
3_2431,134956,1130943
3_2432,134956,1167225
3_2433,134956,1203507
3_2434,134956,1239789
3_2435,134956,1276071
3_2436,134956,1312353
3_2437,134956,1348635
3_2438,134956,1384917
3_2439,134956,1421199
3_2440,134956,1457481
3_2441,134956,1493763
3_2442,134956,1530045
3_2443,134956,1566327
3_2444,134956,1602609
3_2445,134956,1638891
3_2446,134956,1675173
3_2447,134956,1711455
3_2448,134956,1747737
3_2449,134956,1784019
3_2450,134956,1820301
3_2451,134956,1856583
3_2452,134956,1892865
3_2453,134956,1929147
3_2454,134956,1965429
3_2455,134956,2001711
3_2456,134956,2037993
3_2457,134956,2074275
3_2458,134956,2110557
3_2459,134956,2146839
3_2460,134956,2183121
3_2461,134956,2219403
3_2462,134956,2255685
3_2463,134956,2291967
3_2464,134956,2328249
3_2465,134956,2364531
3_2466,134956,2400813
3_2467,134956,2437095
3_2468,134956,2473377
3_2469,134956,2509659
3_2470,134956,2545941
3_2471,134956,2582223
3_2472,134956,2618505
3_2473,134956,2654787
3_2474,134956,2691069
3_2475,134956,2727351
3_2476,134956,2763633
3_2477,134956,2799915
3_2478,134956,2836197
3_2501,168695,36282
3_2502,168695,72564
3_2503,168695,108846
3_2504,168695,145128
3_2505,168695,181410
3_2506,168695,217692
3_2507,168695,253974
3_2508,168695,290256
3_2509,168695,326538
3_2510,168695,362820
3_2511,168695,399102
3_2512,168695,435384
3_2513,168695,471666
3_2514,168695,507948
3_2515,168695,544230
3_2516,168695,580512
3_2517,168695,616794
3_2518,168695,653076
3_2519,168695,689358
3_2520,168695,725640
3_2521,168695,761922
3_2522,168695,798204
3_2523,168695,834486
3_2524,168695,870768
3_2525,168695,907050
3_2526,168695,943332
3_2527,168695,979614
3_2528,168695,1015896
3_2529,168695,1052178
3_2530,168695,1088460
3_2531,168695,1124742
3_2532,168695,1161024
3_2533,168695,1197306
3_2534,168695,1233588
3_2535,168695,1269870
3_2536,168695,1306152
3_2537,168695,1342434
3_2538,168695,1378716
3_2539,168695,1414998
3_2540,168695,1451280
3_2541,168695,1487562
3_2542,168695,1523844
3_2543,168695,1560126
3_2544,168695,1596408
3_2545,168695,1632690
3_2546,168695,1668972
3_2547,168695,1705254
3_2548,168695,1741536
3_2549,168695,1777818
3_2550,168695,1814100
3_2551,168695,1850382
3_2552,168695,1886664
3_2553,168695,1922946
3_2554,168695,1959228
3_2555,168695,1995510
3_2556,168695,2031792
3_2557,168695,2068074
3_2558,168695,2104356
3_2559,168695,2140638
3_2560,168695,2176920
3_2561,168695,2213202
3_2562,168695,2249484
3_2563,168695,2285766
3_2564,168695,2322048
3_2565,168695,2358330
3_2566,168695,2394612
3_2567,168695,2430894
3_2568,168695,2467176
3_2569,168695,2503458
3_2570,168695,2539740
3_2571,168695,2576022
3_2572,168695,2612304
3_2573,168695,2648586
3_2574,168695,2684868
3_2575,168695,2721150
3_2576,168695,2757432
3_2577,168695,2793714
3_2578,168695,2829996
3_2601,202434,42483
3_2602,202434,78765
3_2603,202434,115047
3_2604,202434,151329
3_2605,202434,187611
3_2606,202434,223893
3_2607,202434,260175
3_2608,202434,296457
3_2609,202434,332739
3_2610,202434,369021
3_2611,202434,405303
3_2612,202434,441585
3_2613,202434,477867
3_2614,202434,514149
3_2615,202434,550431
3_2616,202434,586713
3_2617,202434,622995
3_2618,202434,659277
3_2619,202434,695559
3_2620,202434,731841
3_2621,202434,768123
3_2622,202434,804405
3_2623,202434,840687
3_2624,202434,876969
3_2625,202434,913251
3_2626,202434,949533
3_2627,202434,985815
3_2628,202434,1022097
3_2629,202434,1058379
3_2630,202434,1094661
3_2631,202434,1130943
3_2632,202434,1167225
3_2633,202434,1203507
3_2634,202434,1239789
3_2635,202434,1276071
3_2636,202434,1312353
3_2637,202434,1348635
3_2638,202434,1384917
3_2639,202434,1421199
3_2640,202434,1457481
3_2641,202434,1493763
3_2642,202434,1530045
3_2643,202434,1566327
3_2644,202434,1602609
3_2645,202434,1638891
3_2646,202434,1675173
3_2647,202434,1711455
3_2648,202434,1747737
3_2649,202434,1784019
3_2650,202434,1820301
3_2651,202434,1856583
3_2652,202434,1892865
3_2653,202434,1929147
3_2654,202434,1965429
3_2655,202434,2001711
3_2656,202434,2037993
3_2657,202434,2074275
3_2658,202434,2110557
3_2659,202434,2146839
3_2660,202434,2183121
3_2661,202434,2219403
3_2662,202434,2255685
3_2663,202434,2291967
3_2664,202434,2328249
3_2665,202434,2364531
3_2666,202434,2400813
3_2667,202434,2437095
3_2668,202434,2473377
3_2669,202434,2509659
3_2670,202434,2545941
3_2671,202434,2582223
3_2672,202434,2618505
3_2673,202434,2654787
3_2674,202434,2691069
3_2675,202434,2727351
3_2676,202434,2763633
3_2677,202434,2799915
3_2678,202434,2836197
4_1001,0,30081
4_1002,0,66363
4_1003,0,102645
4_1004,0,138927
4_1005,0,175209
4_1006,0,211491
4_1007,0,247773
4_1008,0,284055
4_1009,0,320337
4_1010,0,356619
4_1011,0,392901
4_1012,0,429183
4_1013,0,465465
4_1014,0,501747
4_1015,0,538029
4_1016,0,574311
4_1017,0,610593
4_1018,0,646875
4_1019,0,683157
4_1020,0,719439
4_1021,0,755721
4_1022,0,792003
4_1023,0,828285
4_1024,0,864567
4_1025,0,900849
4_1026,0,937131
4_1027,0,973413
4_1028,0,1009695
4_1029,0,1045977
4_1030,0,1082259
4_1031,0,1118541
4_1032,0,1154823
4_1033,0,1191105
4_1034,0,1227387
4_1035,0,1263669
4_1036,0,1299951
4_1037,0,1336233
4_1038,0,1372515
4_1039,0,1408797
4_1040,0,1445079
4_1041,0,1481361
4_1042,0,1517643
4_1043,0,1553925
4_1044,0,1590207
4_1045,0,1626489
4_1046,0,1662771
4_1047,0,1699053
4_1048,0,1735335
4_1049,0,1771617
4_1050,0,1807899
4_1051,0,1844181
4_1052,0,1880463
4_1053,0,1916745
4_1054,0,1953027
4_1055,0,1989309
4_1056,0,2025591
4_1057,0,2061873
4_1058,0,2098155
4_1059,0,2134437
4_1060,0,2170719
4_1061,0,2207001
4_1062,0,2243283
4_1063,0,2279565
4_1064,0,2315847
4_1065,0,2352129
4_1066,0,2388411
4_1067,0,2424693
4_1068,0,2460975
4_1069,0,2497257
4_1070,0,2533539
4_1071,0,2569821
4_1072,0,2606103
4_1073,0,2642385
4_1074,0,2678667
4_1075,0,2714949
4_1076,0,2751231
4_1077,0,2787513
4_1078,0,2823795
4_1101,33739,36282
4_1102,33739,72564
4_1103,33739,108846
4_1104,33739,145128
4_1105,33739,181410
4_1106,33739,217692
4_1107,33739,253974
4_1108,33739,290256
4_1109,33739,326538
4_1110,33739,362820
4_1111,33739,399102
4_1112,33739,435384
4_1113,33739,471666
4_1114,33739,507948
4_1115,33739,544230
4_1116,33739,580512
4_1117,33739,616794
4_1118,33739,653076
4_1119,33739,689358
4_1120,33739,725640
4_1121,33739,761922
4_1122,33739,798204
4_1123,33739,834486
4_1124,33739,870768
4_1125,33739,907050
4_1126,33739,943332
4_1127,33739,979614
4_1128,33739,1015896
4_1129,33739,1052178
4_1130,33739,1088460
4_1131,33739,1124742
4_1132,33739,1161024
4_1133,33739,1197306
4_1134,33739,1233588
4_1135,33739,1269870
4_1136,33739,1306152
4_1137,33739,1342434
4_1138,33739,1378716
4_1139,33739,1414998
4_1140,33739,1451280
4_1141,33739,1487562
4_1142,33739,1523844
4_1143,33739,1560126
4_1144,33739,1596408
4_1145,33739,1632690
4_1146,33739,1668972
4_1147,33739,1705254
4_1148,33739,1741536
4_1149,33739,1777818
4_1150,33739,1814100
4_1151,33739,1850382
4_1152,33739,1886664
4_1153,33739,1922946
4_1154,33739,1959228
4_1155,33739,1995510
4_1156,33739,2031792
4_1157,33739,2068074
4_1158,33739,2104356
4_1159,33739,2140638
4_1160,33739,2176920
4_1161,33739,2213202
4_1162,33739,2249484
4_1163,33739,2285766
4_1164,33739,2322048
4_1165,33739,2358330
4_1166,33739,2394612
4_1167,33739,2430894
4_1168,33739,2467176
4_1169,33739,2503458
4_1170,33739,2539740
4_1171,33739,2576022
4_1172,33739,2612304
4_1173,33739,2648586
4_1174,33739,2684868
4_1175,33739,2721150
4_1176,33739,2757432
4_1177,33739,2793714
4_1178,33739,2829996
4_1201,67478,30081
4_1202,67478,66363
4_1203,67478,102645
4_1204,67478,138927
4_1205,67478,175209
4_1206,67478,211491
4_1207,67478,247773
4_1208,67478,284055
4_1209,67478,320337
4_1210,67478,356619
4_1211,67478,392901
4_1212,67478,429183
4_1213,67478,465465
4_1214,67478,501747
4_1215,67478,538029
4_1216,67478,574311
4_1217,67478,610593
4_1218,67478,646875
4_1219,67478,683157
4_1220,67478,719439
4_1221,67478,755721
4_1222,67478,792003
4_1223,67478,828285
4_1224,67478,864567
4_1225,67478,900849
4_1226,67478,937131
4_1227,67478,973413
4_1228,67478,1009695
4_1229,67478,1045977
4_1230,67478,1082259
4_1231,67478,1118541
4_1232,67478,1154823
4_1233,67478,1191105
4_1234,67478,1227387
4_1235,67478,1263669
4_1236,67478,1299951
4_1237,67478,1336233
4_1238,67478,1372515
4_1239,67478,1408797
4_1240,67478,1445079
4_1241,67478,1481361
4_1242,67478,1517643
4_1243,67478,1553925
4_1244,67478,1590207
4_1245,67478,1626489
4_1246,67478,1662771
4_1247,67478,1699053
4_1248,67478,1735335
4_1249,67478,1771617
4_1250,67478,1807899
4_1251,67478,1844181
4_1252,67478,1880463
4_1253,67478,1916745
4_1254,67478,1953027
4_1255,67478,1989309
4_1256,67478,2025591
4_1257,67478,2061873
4_1258,67478,2098155
4_1259,67478,2134437
4_1260,67478,2170719
4_1261,67478,2207001
4_1262,67478,2243283
4_1263,67478,2279565
4_1264,67478,2315847
4_1265,67478,2352129
4_1266,67478,2388411
4_1267,67478,2424693
4_1268,67478,2460975
4_1269,67478,2497257
4_1270,67478,2533539
4_1271,67478,2569821
4_1272,67478,2606103
4_1273,67478,2642385
4_1274,67478,2678667
4_1275,67478,2714949
4_1276,67478,2751231
4_1277,67478,2787513
4_1278,67478,2823795
4_1301,101217,36282
4_1302,101217,72564
4_1303,101217,108846
4_1304,101217,145128
4_1305,101217,181410
4_1306,101217,217692
4_1307,101217,253974
4_1308,101217,290256
4_1309,101217,326538
4_1310,101217,362820
4_1311,101217,399102
4_1312,101217,435384
4_1313,101217,471666
4_1314,101217,507948
4_1315,101217,544230
4_1316,101217,580512
4_1317,101217,616794
4_1318,101217,653076
4_1319,101217,689358
4_1320,101217,725640
4_1321,101217,761922
4_1322,101217,798204
4_1323,101217,834486
4_1324,101217,870768
4_1325,101217,907050
4_1326,101217,943332
4_1327,101217,979614
4_1328,101217,1015896
4_1329,101217,1052178
4_1330,101217,1088460
4_1331,101217,1124742
4_1332,101217,1161024
4_1333,101217,1197306
4_1334,101217,1233588
4_1335,101217,1269870
4_1336,101217,1306152
4_1337,101217,1342434
4_1338,101217,1378716
4_1339,101217,1414998
4_1340,101217,1451280
4_1341,101217,1487562
4_1342,101217,1523844
4_1343,101217,1560126
4_1344,101217,1596408
4_1345,101217,1632690
4_1346,101217,1668972
4_1347,101217,1705254
4_1348,101217,1741536
4_1349,101217,1777818
4_1350,101217,1814100
4_1351,101217,1850382
4_1352,101217,1886664
4_1353,101217,1922946
4_1354,101217,1959228
4_1355,101217,1995510
4_1356,101217,2031792
4_1357,101217,2068074
4_1358,101217,2104356
4_1359,101217,2140638
4_1360,101217,2176920
4_1361,101217,2213202
4_1362,101217,2249484
4_1363,101217,2285766
4_1364,101217,2322048
4_1365,101217,2358330
4_1366,101217,2394612
4_1367,101217,2430894
4_1368,101217,2467176
4_1369,101217,2503458
4_1370,101217,2539740
4_1371,101217,2576022
4_1372,101217,2612304
4_1373,101217,2648586
4_1374,101217,2684868
4_1375,101217,2721150
4_1376,101217,2757432
4_1377,101217,2793714
4_1378,101217,2829996
4_1401,134956,30081
4_1402,134956,66363
4_1403,134956,102645
4_1404,134956,138927
4_1405,134956,175209
4_1406,134956,211491
4_1407,134956,247773
4_1408,134956,284055
4_1409,134956,320337
4_1410,134956,356619
4_1411,134956,392901
4_1412,134956,429183
4_1413,134956,465465
4_1414,134956,501747
4_1415,134956,538029
4_1416,134956,574311
4_1417,134956,610593
4_1418,134956,646875
4_1419,134956,683157
4_1420,134956,719439
4_1421,134956,755721
4_1422,134956,792003
4_1423,134956,828285
4_1424,134956,864567
4_1425,134956,900849
4_1426,134956,937131
4_1427,134956,973413
4_1428,134956,1009695
4_1429,134956,1045977
4_1430,134956,1082259
4_1431,134956,1118541
4_1432,134956,1154823
4_1433,134956,1191105
4_1434,134956,1227387
4_1435,134956,1263669
4_1436,134956,1299951
4_1437,134956,1336233
4_1438,134956,1372515
4_1439,134956,1408797
4_1440,134956,1445079
4_1441,134956,1481361
4_1442,134956,1517643
4_1443,134956,1553925
4_1444,134956,1590207
4_1445,134956,1626489
4_1446,134956,1662771
4_1447,134956,1699053
4_1448,134956,1735335
4_1449,134956,1771617
4_1450,134956,1807899
4_1451,134956,1844181
4_1452,134956,1880463
4_1453,134956,1916745
4_1454,134956,1953027
4_1455,134956,1989309
4_1456,134956,2025591
4_1457,134956,2061873
4_1458,134956,2098155
